시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
강원도 강릉시 견소동,202,202,0,송정한신,84.945,202208,4,"26,000",1,1997,경강로2539번길 8,,중개거래,강원 강릉시
강원도 강릉시 견소동,202,202,0,송정한신,43.38,202208,20,"16,500",12,1997,경강로2539번길 8,,중개거래,강원 강릉시
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,59.99,202208,8,"28,500",13,2005,경강로2539번길 22,,중개거래,강원 강릉시
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,84.99,202208,12,"36,000",9,2005,경강로2539번길 22,,직거래,-
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,59.99,202208,18,"27,000",7,2005,경강로2539번길 22,,중개거래,강원 강릉시
강원도 강릉시 교동,1982,1982,0,강릉교동롯데캐슬1단지,135.1727,202208,16,"58,000",3,2009,화부산로99번길 12,,중개거래,강원 강릉시
강원도 강릉시 교동,1983,1983,0,강릉교동롯데캐슬2단지,84.9855,202208,18,"48,500",12,2009,화부산로111번길 24,,중개거래,강원 강릉시
강원도 강릉시 교동,1983,1983,0,강릉교동롯데캐슬2단지,84.9855,202208,24,"50,000",14,2009,화부산로111번길 24,,중개거래,강원 강릉시
강원도 강릉시 교동,1750,1750,0,교동1주공,84.84,202208,13,"39,500",14,1999,가작로 78,,중개거래,강원 강릉시
강원도 강릉시 교동,Nov.37,37,11,교동임대,51.66,202208,12,"9,800",3,1987,명륜로 109-4,,중개거래,강원 강릉시
강원도 강릉시 교동,834,834,0,덕진,40.86,202208,17,"8,500",2,1988,옛강일길 28,,중개거래,강원 강릉시
강원도 강릉시 교동,318-4,318,4,매화임대,48.6,202208,22,"12,500",3,1987,율곡로2968번길 26,,중개거래,강원 강릉시
강원도 강릉시 교동,348-6,348,6,서일2,27.75,202208,24,"7,000",1,1987,수리골길17번길 35,,중개거래,강원 강릉시
강원도 강릉시 교동,828-19,828,19,현대,71.175,202208,17,"14,800",7,1992,옛강일길 41,,중개거래,강원 강릉시
강원도 강릉시 내곡동,616,616,0,강부2,24.795,202208,3,"5,800",1,1988,관대길 63,,중개거래,강원 강릉시
강원도 강릉시 내곡동,Jan.75,75,1,관동2,49.94,202208,25,"7,700",5,1992,남산초교길12번길 11,,중개거래,강원 강릉시
강원도 강릉시 내곡동,469,469,0,내곡동현대,59.84,202208,5,"19,500",3,1998,범일로 645,,중개거래,강원 강릉시
강원도 강릉시 내곡동,469,469,0,내곡동현대,59.84,202208,13,"18,000",16,1998,범일로 645,,직거래,-
강원도 강릉시 내곡동,623,623,0,내곡주공,39.3,202208,12,"9,800",1,1989,관대길16번길 6,,중개거래,강원 강릉시
강원도 강릉시 내곡동,476,476,0,내곡한라,59.97,202208,18,"17,600",3,1997,강변로 114,,직거래,-
강원도 강릉시 내곡동,758,758,0,벽산블루밍더베스트아파트,59.96,202208,12,"24,000",15,2022,범일로579번길 29-6,,중개거래,강원 강릉시
강원도 강릉시 내곡동,758,758,0,벽산블루밍더베스트아파트,59.96,202208,31,"21,694",12,2022,범일로579번길 29-6,,직거래,-
강원도 강릉시 노암동,835,835,0,노암2주공,49.22,202208,28,"12,400",2,1984,노가니남길 25,,중개거래,강원 강릉시
강원도 강릉시 노암동,605,605,0,노암3한라,59.994,202208,19,"14,500",5,2000,남부로125번길 7,,직거래,-
강원도 강릉시 노암동,605,605,0,노암3한라,39.762,202208,22,"13,200",14,2000,남부로125번길 7,,중개거래,강원 강릉시
강원도 강릉시 노암동,711,711,0,신화,59.944,202208,1,"19,000",1,1998,강변로 270,,중개거래,강원 강릉시
강원도 강릉시 노암동,366,366,0,영진노암2차,50.515,202208,10,"8,800",3,1994,남부로163번길 20,,중개거래,강원 강릉시
강원도 강릉시 송정동,1061,1061,0,경포대신도브래뉴로얄카운티,155.416,202208,12,"75,000",8,2007,해안로 93-8,,중개거래,강원 강릉시
강원도 강릉시 송정동,1061,1061,0,경포대신도브래뉴로얄카운티,155.416,202208,12,"75,000",8,2007,해안로 93-8,20220829,중개거래,강원 강릉시
강원도 강릉시 송정동,1061,1061,0,경포대신도브래뉴로얄카운티,124.837,202208,20,"64,000",7,2007,해안로 93-8,,중개거래,강원 강릉시
강원도 강릉시 송정동,940,940,0,삼우은성,72.86,202208,18,"21,000",8,1992,남강초교1길 55,,중개거래,강원 강릉시
강원도 강릉시 송정동,Oct.39,39,10,삼익비치맨션,84.544,202208,8,"25,200",9,1992,해안로 107,,중개거래,강원 강릉시
강원도 강릉시 송정동,1064,1064,0,송정아이파크,84.93,202208,12,"60,500",15,2019,경강로 2511,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,43.2,202208,5,"7,200",8,1999,연주로 132,,직거래,-
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,43.2,202208,5,"7,200",12,1999,연주로 132,,직거래,-
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,43.2,202208,7,"8,000",8,1999,연주로 132,,직거래,-
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,30.24,202208,8,"7,400",10,1999,연주로 132,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,30.24,202208,8,"7,000",7,1999,연주로 132,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,43.2,202208,10,"8,900",7,1999,연주로 132,,직거래,-
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,43.2,202208,17,"8,000",8,1999,연주로 132,20220824,직거래,-
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,30.24,202208,26,"6,500",9,1999,연주로 132,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,43.2,202208,31,"8,500",6,1999,연주로 132,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,12,12,0,영진부영2,59.987,202208,25,"22,000",11,2005,영진3길 43,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,12,12,0,영진부영2,59.987,202208,28,"19,500",6,2005,영진3길 43,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,380,380,0,영진부영3,84.9157,202208,17,"26,000",4,2008,영진3길 15,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,29.9674,202208,25,"15,200",12,2019,홍질목길 12,,중개거래,강원 강릉시
강원도 강릉시 입암동,501,501,0,강동3,45.37,202208,17,"9,600",2,1993,강변로410번길 35,,중개거래,강원 강릉시
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,84.77,202208,19,"34,500",13,2007,성덕로 328-15,,중개거래,강원 강릉시
강원도 강릉시 입암동,Jan.92,92,1,녹원,84.88,202208,2,"20,000",13,1992,월대산로 57,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-9,506,9,대인3,59.685,202208,10,"12,500",5,1993,강변로410번길 27,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-9,506,9,대인3,59.685,202208,31,"13,800",7,1993,강변로410번길 27,,중개거래,강원 강릉시
강원도 강릉시 입암동,May.90,90,5,은하,39.85,202208,17,"5,900",5,2001,월대산로 47,,중개거래,강원 강릉시
강원도 강릉시 입암동,May.90,90,5,은하,39.85,202208,26,"6,500",3,2001,월대산로 47,,직거래,-
